Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
15386,186,1,394.14,2,1,2,Lost
15387,492,1,468.65,1,1,2,Lost
15388,270,1,140.54,2,1,1,Lost
15389,172,5,2733.8,3,4,4,Loyal Customers
15390,396,2,1216.66,2,2,4,Cannot Lose Them
15391,571,2,282.92,1,2,2,Lost
15392,5,8,2891.82,5,4,5,Champions
15393,16,5,891.34,5,4,3,Loyal Customers
15394,10,13,5251.4,5,5,5,Champions
15395,326,1,107.45,2,1,1,Lost
15396,113,2,796.38,3,2,3,Others
15397,290,1,94.0,2,1,1,Lost
15398,16,3,1339.63,5,3,4,Loyal Customers
15399,1,3,815.77,5,3,3,Loyal Customers
15400,92,9,1252.8,3,4,4,Loyal Customers
15401,452,2,216.95,1,2,1,Lost
15402,149,7,1816.64,3,4,4,Loyal Customers
15403,492,2,170.88,1,2,1,Lost
15404,376,1,257.06,2,1,1,Lost
15405,189,2,659.84,2,2,3,Cannot Lose Them
15406,18,6,891.77,5,4,3,Loyal Customers
15407,34,4,1046.74,4,3,3,Loyal Customers
15408,264,1,267.18,2,1,1,Lost
15409,702,2,117.2,1,2,1,Lost
15410,84,10,4685.72,3,4,5,Loyal Customers
15411,26,5,1336.43,4,4,4,Champions
15412,171,1,190.53,3,1,1,Others
15414,10,3,774.9,5,3,3,Loyal Customers
15415,313,1,559.61,2,1,2,Lost
15416,65,9,4554.65,3,4,5,Loyal Customers
15417,85,1,508.8,3,1,2,Others
15418,425,2,449.42,1,2,2,Lost
15419,25,1,135.86,4,1,1,New Promising
15420,434,6,743.0,1,4,3,At Risk
15421,59,10,3805.34,3,4,5,Loyal Customers
15422,323,8,1615.02,2,4,4,At Risk
15423,38,4,219.14,4,3,1,Others
15424,254,3,597.78,2,3,3,At Risk
15425,400,4,1941.12,2,3,4,At Risk
15426,19,11,2138.86,4,5,4,Champions
15427,33,3,1430.54,4,3,4,Loyal Customers
15428,15,4,762.75,5,3,3,Loyal Customers
15429,27,3,364.9,4,3,2,Others
15430,468,3,903.75,1,3,3,At Risk
15431,503,1,153.24,1,1,1,Lost
15432,23,4,301.26,4,3,2,Others
15433,79,3,417.87,3,3,2,Others
15434,8,13,2517.11,5,5,4,Champions
15435,22,1,149.29,4,1,1,New Promising
15436,12,3,1067.75,5,3,3,Loyal Customers
15437,262,2,393.45,2,2,2,Lost
15438,131,1,156.58,3,1,1,Others
15439,405,4,1269.05,2,3,4,At Risk
15440,55,3,383.68,4,3,2,Others
15441,396,3,1254.21,2,3,4,At Risk
15442,249,1,594.0,2,1,2,Lost
15443,2,16,5054.44,5,5,5,Champions
15444,9,2,1411.21,5,2,4,New Promising
15445,264,2,284.5,2,2,2,Lost
15446,377,5,391.65,2,4,2,At Risk
15447,331,6,484.93,2,4,2,At Risk
15448,313,2,788.81,2,2,3,Cannot Lose Them
15449,26,5,971.22,4,4,3,Loyal Customers
15450,30,1,429.84,4,1,2,New Promising
15451,434,2,226.86,1,2,1,Lost
15452,30,6,1785.11,4,4,4,Champions
15453,2,7,1371.77,5,4,4,Champions
15454,362,2,305.99,2,2,2,Lost
15455,598,1,38.25,1,1,1,Lost
15456,283,10,2091.52,2,5,4,At Risk
15457,262,1,237.07,2,1,1,Lost
15458,25,2,370.44,4,2,2,New Promising
15459,417,2,202.83,1,2,1,Lost
15460,354,1,214.26,2,1,1,Lost
15461,461,3,391.3,1,3,2,At Risk
15462,94,4,737.05,3,3,3,Loyal Customers
15463,29,1,126.14,4,1,1,New Promising
15464,338,1,1044.65,2,1,3,Cannot Lose Them
15465,20,39,11670.9,4,5,5,Champions
15466,85,4,1560.46,3,3,4,Loyal Customers
15467,9,4,511.88,5,3,2,Others
15468,35,7,1387.48,4,4,4,Champions
15469,43,6,834.4,4,4,3,Loyal Customers
15470,576,1,63.42,1,1,1,Lost
15471,2,3,1292.01,5,3,4,Loyal Customers
15472,113,1,371.56,3,1,2,Others
15473,14,11,1740.0,5,5,4,Champions
15474,596,1,150.35,1,1,1,Lost
15475,77,1,454.11,3,1,2,Others
15476,380,5,2180.28,2,4,4,At Risk
15477,650,1,368.4,1,1,2,Lost
15478,40,3,1983.48,4,3,4,Loyal Customers
15479,733,1,147.4,1,1,1,Lost
15480,116,7,3592.25,3,4,5,Loyal Customers
15481,401,1,1993.34,2,1,4,Cannot Lose Them
15482,16,24,7932.63,5,5,5,Champions
15483,161,10,817.82,3,5,3,Loyal Customers
15484,1,7,4620.9,5,4,5,Champions
15485,30,8,4663.92,4,4,5,Champions
15486,527,1,102.0,1,1,1,Lost
15487,680,1,231.32,1,1,1,Lost
15488,93,5,431.92,3,4,2,Others
15489,23,12,2327.36,4,5,4,Champions
15490,430,2,181.35,1,2,1,Lost
15491,95,7,3090.85,3,4,5,Loyal Customers
15492,28,2,659.46,4,2,3,New Promising
15493,33,11,4087.13,4,5,5,Champions
15494,21,6,3693.5,4,4,5,Champions
15495,379,1,246.5,2,1,1,Lost
15496,631,1,146.14,1,1,1,Lost
15497,18,11,8643.46,5,5,5,Champions
15498,1,55,23075.09,5,5,5,Champions
15499,724,1,158.65,1,1,1,Lost
15500,8,4,1131.56,5,3,3,Loyal Customers
15501,405,2,399.95,2,2,2,Lost
15502,16,27,8069.33,5,5,5,Champions
15503,363,2,257.3,2,2,1,Lost
15504,81,5,392.75,3,4,2,Others
15505,53,7,3497.14,4,4,5,Champions
15506,23,6,2030.33,4,4,4,Champions
15507,172,1,475.86,3,1,2,Others
15508,189,6,1000.27,2,4,3,At Risk
15509,380,1,152.41,2,1,1,Lost
15510,331,1,250.0,2,1,1,Lost
15511,12,5,900.53,5,4,3,Loyal Customers
15512,156,4,331.58,3,3,2,Others
15513,31,41,25950.95,4,5,5,Champions
15514,12,20,5275.79,5,5,5,Champions
15515,387,1,171.81,2,1,1,Lost
15516,45,3,62.43,4,3,1,Others
15517,233,1,267.03,2,1,1,Lost
15518,64,23,4074.83,3,5,5,Loyal Customers
15519,383,2,344.61,2,2,2,Lost
15520,2,1,343.5,5,1,2,New Promising
15521,36,24,6665.99,4,5,5,Champions
15522,33,2,397.99,4,2,2,New Promising
15523,84,18,17119.24,3,5,5,Loyal Customers
15524,25,2,591.4,4,2,2,New Promising
15525,2,5,875.32,5,4,3,Loyal Customers
15526,33,2,148.44,4,2,1,New Promising
15527,19,31,5021.03,4,5,5,Champions
15528,254,1,229.33,2,1,1,Lost
15529,23,13,4756.21,4,5,5,Champions
15530,22,5,1808.68,4,4,4,Champions
15531,8,2,1972.39,5,2,4,New Promising
15532,25,12,3675.0,4,5,5,Champions
15533,19,5,746.92,4,4,3,Loyal Customers
15534,726,1,162.25,1,1,1,Lost
15535,173,10,955.12,3,5,3,Loyal Customers
15536,409,1,259.09,1,1,1,Lost
15537,163,1,110.92,3,1,1,Others
15538,538,11,3036.1,1,5,5,At Risk
15539,7,1,538.46,5,1,2,New Promising
15540,11,2,460.68,5,2,2,New Promising
15541,114,1,85.13,3,1,1,Others
15542,512,4,833.16,1,3,3,At Risk
15543,288,2,242.26,2,2,1,Lost
15544,9,26,7779.58,5,5,5,Champions
15545,54,2,288.97,4,2,2,New Promising
15546,607,3,539.55,1,3,2,At Risk
15547,7,28,10043.55,5,5,5,Champions
15548,596,1,158.09,1,1,1,Lost
15549,77,9,2296.66,3,4,4,Loyal Customers
15550,4,14,1987.85,5,5,4,Champions
15551,37,9,1629.01,4,4,4,Champions
15552,217,2,252.52,2,2,1,Lost
15553,60,1,428.93,3,1,2,Others
15554,278,1,217.2,2,1,1,Lost
15555,12,46,10875.64,5,5,5,Champions
15556,24,1,279.77,4,1,2,New Promising
15557,29,1,468.91,4,1,2,New Promising
15558,639,2,131.88,1,2,1,Lost
15559,568,1,1109.4,1,1,3,Cannot Lose Them
15560,398,2,153.52,2,2,1,Lost
15561,12,9,1856.54,5,4,4,Champions
15562,352,3,671.43,2,3,3,At Risk
15563,9,11,2773.67,5,5,4,Champions
15564,463,2,70.74,1,2,1,Lost
15565,50,2,173.16,4,2,1,New Promising
15566,393,2,227.87,2,2,1,Lost
15567,19,1,186.01,4,1,1,New Promising
15568,3,3,758.29,5,3,3,Loyal Customers
15569,104,10,3583.45,3,5,5,Loyal Customers
15570,7,27,8672.44,5,5,5,Champions
15571,12,14,3892.35,5,5,5,Champions
15572,5,10,3965.2,5,5,5,Champions
15573,32,5,1188.42,4,4,3,Loyal Customers
15574,178,7,1059.44,3,4,3,Loyal Customers
15575,620,1,30.1,1,1,1,Lost
15576,38,1,921.37,4,1,3,New Promising
15577,151,5,396.03,3,4,2,Others
15578,162,1,127.1,3,1,1,Others
15579,69,7,1215.38,3,4,4,Loyal Customers
15580,377,14,1216.15,2,5,4,At Risk
15581,121,43,5486.79,3,5,5,Loyal Customers
15582,25,3,682.91,4,3,3,Loyal Customers
15583,376,1,95.96,2,1,1,Lost
15584,24,7,1265.7,4,4,4,Champions
15585,177,1,455.3,3,1,2,Others
15586,591,4,1128.66,1,3,3,At Risk
15587,50,7,1522.08,4,4,4,Champions
15588,678,1,579.6,1,1,2,Lost
15589,253,4,456.58,2,3,2,At Risk
15590,289,6,1466.41,2,4,4,At Risk
15591,583,3,217.9,1,3,1,At Risk
15592,47,1,388.58,4,1,2,New Promising
15593,71,1,199.8,3,1,1,Others
15594,16,6,1767.53,5,4,4,Champions
15595,488,1,357.6,1,1,2,Lost
15596,101,16,2621.27,3,5,4,Loyal Customers
15597,30,3,554.52,4,3,2,Others
15598,35,4,543.02,4,3,2,Others
15599,27,3,1250.06,4,3,4,Loyal Customers
15600,428,5,1178.71,1,4,3,At Risk
15601,11,35,14150.84,5,5,5,Champions
15602,8,25,2883.42,5,5,5,Champions
15603,79,3,74.73,3,3,1,Others
15604,52,1,216.39,4,1,1,New Promising
15605,36,10,1738.55,4,5,4,Champions
15606,57,19,4733.47,4,5,5,Champions
15607,337,13,1578.57,2,5,4,At Risk
15608,28,5,1785.98,4,4,4,Champions
15609,183,2,270.03,3,2,1,Others
15610,52,1,112.46,4,1,1,New Promising
15611,10,32,2858.37,5,5,5,Champions
15612,36,2,195.15,4,2,1,New Promising
15613,610,1,433.72,1,1,2,Lost
15614,428,7,3008.86,1,4,5,At Risk
15615,10,54,21282.07,5,5,5,Champions
15616,438,1,317.11,1,1,2,Lost
15617,396,3,828.55,2,3,3,At Risk
15618,33,5,747.03,4,4,3,Loyal Customers
15619,11,1,336.4,5,1,2,New Promising
15620,50,8,1909.93,4,4,4,Champions
15621,4,6,1158.77,5,4,3,Loyal Customers
15622,3,30,7318.08,5,5,5,Champions
15623,141,8,2437.05,3,4,4,Loyal Customers
15624,117,4,588.13,3,3,2,Others
15625,100,14,3203.25,3,5,5,Loyal Customers
15626,75,4,1049.37,3,3,3,Loyal Customers
15627,457,2,566.9,1,2,2,Lost
15628,5,21,5284.18,5,5,5,Champions
15629,450,4,2240.9,1,3,4,At Risk
15630,45,4,1475.45,4,3,4,Loyal Customers
15631,642,1,596.67,1,1,3,Cannot Lose Them
15632,16,10,3147.31,5,5,5,Champions
15633,509,18,4156.91,1,5,5,At Risk
15634,17,2,554.65,5,2,2,New Promising
15635,396,1,100.35,2,1,1,Lost
15636,90,4,1444.58,3,3,4,Loyal Customers
15637,53,5,797.59,4,4,3,Loyal Customers
15638,301,9,2137.2,2,4,4,At Risk
15639,134,5,1028.33,3,4,3,Loyal Customers
15640,4,34,23375.09,5,5,5,Champions
15641,105,12,5345.55,3,5,5,Loyal Customers
15642,730,1,105.78,1,1,1,Lost
15643,179,6,647.4,3,4,3,Loyal Customers
15644,166,4,803.54,3,3,3,Loyal Customers
15645,19,4,1042.57,4,3,3,Loyal Customers
15646,158,6,762.31,3,4,3,Loyal Customers
15647,415,1,169.0,1,1,1,Lost
15648,204,4,582.05,2,3,2,At Risk
15649,336,4,1660.35,2,3,4,At Risk
15650,515,3,539.03,1,3,2,At Risk
15651,37,5,1259.06,4,4,4,Champions
15652,91,6,1397.44,3,4,4,Loyal Customers
15653,93,2,877.44,3,2,3,Others
15654,9,2,922.53,5,2,3,New Promising
15655,233,2,511.32,2,2,2,Lost
15656,45,4,748.5,4,3,3,Loyal Customers
15657,23,1,30.0,4,1,1,New Promising
15658,190,13,1964.14,2,5,4,At Risk
15659,44,3,532.49,4,3,2,Others
15660,25,18,2554.84,4,5,4,Champions
15661,317,8,1215.95,2,4,4,At Risk
15662,661,2,283.73,1,2,2,Lost
15663,106,1,138.14,3,1,1,Others
15664,51,7,1212.35,4,4,4,Champions
15665,168,5,3987.07,3,4,5,Loyal Customers
15666,472,2,632.94,1,2,3,Cannot Lose Them
15667,40,1,301.32,4,1,2,New Promising
15668,218,1,76.32,2,1,1,Lost
15669,40,5,677.69,4,4,3,Loyal Customers
15670,297,3,315.2,2,3,2,At Risk
15671,19,10,2635.49,4,5,4,Champions
15672,725,1,45.3,1,1,1,Lost
15673,88,10,6199.37,3,5,5,Loyal Customers
15674,73,18,6217.85,3,5,5,Loyal Customers
15675,81,4,542.04,3,3,2,Others
15676,9,5,3324.09,5,4,5,Champions
15677,49,3,1305.63,4,3,4,Loyal Customers
15678,53,3,1825.94,4,3,4,Loyal Customers
15679,24,4,781.28,4,3,3,Loyal Customers
15680,9,12,3985.59,5,5,5,Champions
15681,18,16,2480.2,5,5,4,Champions
15682,599,3,316.99,1,3,2,At Risk
15683,117,2,524.54,3,2,2,Others
15684,547,6,147.8,1,4,1,At Risk
15685,450,1,55.98,1,1,1,Lost
15686,420,1,90.0,1,1,1,Lost
15687,9,11,2981.5,5,5,5,Champions
15688,419,1,190.57,1,1,1,Lost
15689,120,3,521.03,3,3,2,Others
15690,4,2,239.76,5,2,1,New Promising
15691,252,5,511.8,2,4,2,At Risk
15692,28,1,191.04,4,1,1,New Promising
15693,659,1,37.5,1,1,1,Lost
15694,1,29,9734.13,5,5,5,Champions
15695,267,4,1131.04,2,3,3,At Risk
15696,33,21,3732.12,4,5,5,Champions
15697,690,1,246.75,1,1,1,Lost
15698,624,1,46.2,1,1,1,Lost
15699,18,1,309.65,5,1,2,New Promising
15700,172,3,664.03,3,3,3,Loyal Customers
15701,2,4,1529.0,5,3,4,Loyal Customers
15702,476,2,140.39,1,2,1,Lost
15703,265,1,211.5,2,1,1,Lost
15704,140,8,3660.88,3,4,5,Loyal Customers
15705,201,1,143.1,2,1,1,Lost
15706,60,7,1001.81,3,4,3,Loyal Customers
15707,35,4,916.98,4,3,3,Loyal Customers
15708,41,14,3840.73,4,5,5,Champions
15709,284,2,327.85,2,2,2,Lost
15710,417,1,898.87,1,1,3,Cannot Lose Them
15711,557,2,420.25,1,2,2,Lost
15712,9,13,3467.46,5,5,5,Champions
15713,143,6,814.84,3,4,3,Loyal Customers
15714,12,5,783.96,5,4,3,Loyal Customers
15715,556,5,658.02,1,4,3,At Risk
15716,146,11,2485.26,3,5,4,Loyal Customers
15717,234,5,607.0,2,4,3,At Risk
15718,540,1,293.79,1,1,2,Lost
15719,33,39,10118.87,4,5,5,Champions
15720,24,2,739.22,4,2,3,New Promising
15721,12,1,471.4,5,1,2,New Promising
15722,36,15,5095.95,4,5,5,Champions
15723,365,4,930.7,2,3,3,At Risk
15724,201,5,299.8,2,4,2,At Risk
15725,15,1,415.25,5,1,2,New Promising
15726,390,1,321.91,2,1,2,Lost
15727,17,15,9371.71,5,5,5,Champions
15728,49,3,409.8,4,3,2,Others
15729,198,5,154.7,2,4,1,At Risk
15730,66,7,1708.18,3,4,4,Loyal Customers
15731,554,1,125.3,1,1,1,Lost
15732,212,12,1499.42,2,5,4,At Risk
15733,283,1,162.3,2,1,1,Lost
15734,115,4,2263.3,3,3,4,Loyal Customers
15735,421,1,327.68,1,1,2,Lost
15736,430,3,1668.67,1,3,4,At Risk
15737,15,12,1121.21,5,5,3,Loyal Customers
15738,19,45,13015.42,4,5,5,Champions
15739,66,1,449.12,3,1,2,Others
15740,49,1,154.88,4,1,1,New Promising
15741,458,2,208.62,1,2,1,Lost
15742,619,1,156.87,1,1,1,Lost
15743,16,4,775.96,5,3,3,Loyal Customers
15744,78,1,34.8,3,1,1,Others
15745,9,6,1071.24,5,4,3,Loyal Customers
15746,134,2,182.96,3,2,1,Others
15747,13,10,2497.86,5,5,4,Champions
15748,40,3,609.81,4,3,3,Loyal Customers
15749,235,4,21535.9,2,3,5,At Risk
15750,3,24,6362.6,5,5,5,Champions
15751,461,14,1318.84,1,5,4,At Risk
15752,40,10,3916.46,4,5,5,Champions
15753,305,1,79.2,2,1,1,Lost
15754,51,12,3001.86,4,5,5,Champions
15755,1,20,5936.95,5,5,5,Champions
15756,61,4,528.01,3,3,2,Others
15757,66,6,2940.36,3,4,5,Loyal Customers
15758,25,1,205.25,4,1,1,New Promising
15759,218,10,810.98,2,5,3,At Risk
15761,443,1,143.05,1,1,1,Lost
15762,65,2,583.75,3,2,2,Others
15763,32,3,1048.67,4,3,3,Loyal Customers
15764,81,14,4453.28,3,5,5,Loyal Customers
15765,667,1,370.63,1,1,2,Lost
15766,64,4,799.66,3,3,3,Loyal Customers
15768,116,36,15267.26,3,5,5,Loyal Customers
15769,7,51,84177.58,5,5,5,Champions
15770,613,1,321.45,1,1,2,Lost
15771,604,3,1006.54,1,3,3,At Risk
15772,418,1,280.88,1,1,2,Lost
15773,6,2,774.52,5,2,3,New Promising
15774,69,7,1282.6,3,4,4,Loyal Customers
15775,245,2,150.5,2,2,1,Lost
15776,133,1,241.62,3,1,1,Others
15777,241,9,1732.16,2,4,4,At Risk
15778,431,1,307.95,1,1,2,Lost
15779,463,2,124.08,1,2,1,Lost
15780,184,3,475.28,2,3,2,At Risk
15781,25,4,333.56,4,3,2,Others
15782,10,6,3985.65,5,4,5,Champions
15783,11,1,246.3,5,1,1,New Promising
15784,468,2,848.33,1,2,3,Cannot Lose Them
15785,30,26,5825.33,4,5,5,Champions
15786,44,9,8379.65,4,4,5,Champions
15787,26,3,933.26,4,3,3,Loyal Customers
15788,501,2,215.53,1,2,1,Lost
15789,358,7,1932.01,2,4,4,At Risk
15790,10,1,218.75,5,1,1,New Promising
15791,44,9,3541.79,4,4,5,Champions
15792,400,2,933.84,2,2,3,Cannot Lose Them
15793,9,9,2382.92,5,4,4,Champions
15794,736,2,777.0,1,2,3,Cannot Lose Them
15795,150,8,1979.87,3,4,4,Loyal Customers
15796,1,22,5015.75,5,5,5,Champions
15797,113,6,2821.08,3,4,4,Loyal Customers
15798,493,3,1535.37,1,3,4,At Risk
15799,76,4,1421.34,3,3,4,Loyal Customers
15800,107,7,1227.07,3,4,4,Loyal Customers
15801,46,4,1042.19,4,3,3,Loyal Customers
15803,51,4,1929.66,4,3,4,Loyal Customers
15804,1,19,3848.55,5,5,5,Champions
15805,23,40,9668.62,4,5,5,Champions
15806,46,3,784.58,4,3,3,Loyal Customers
15807,50,6,1807.57,4,4,4,Champions
15808,306,24,17038.95,2,5,5,At Risk
15809,36,9,862.88,4,4,3,Loyal Customers
15810,79,13,2724.8,3,5,4,Loyal Customers
15811,17,10,3438.85,5,5,5,Champions
15812,107,13,5186.17,3,5,5,Loyal Customers
15813,208,2,1303.91,2,2,4,Cannot Lose Them
15814,3,8,2531.84,5,4,4,Champions
15815,64,5,2100.6,3,4,4,Loyal Customers
15816,542,3,93.3,1,3,1,At Risk
15817,421,3,2766.4,1,3,4,At Risk
15818,588,1,340.5,1,1,2,Lost
15819,49,11,3911.28,4,5,5,Champions
15820,320,1,206.98,2,1,1,Lost
15821,44,2,570.96,4,2,2,New Promising
15822,3,8,1777.91,5,4,4,Champions
15823,337,6,3018.86,2,4,5,At Risk
15824,453,2,890.94,1,2,3,Cannot Lose Them
15825,172,1,532.94,3,1,2,Others
15826,51,6,2583.13,4,4,4,Champions
15827,73,42,3240.03,3,5,5,Loyal Customers
15828,375,1,1108.82,2,1,3,Cannot Lose Them
15829,99,2,636.14,3,2,3,Others
15830,29,2,547.7,4,2,2,New Promising
15831,58,4,740.64,3,3,3,Loyal Customers
15832,254,1,836.79,2,1,3,Cannot Lose Them
15833,738,1,80.4,1,1,1,Lost
15834,70,9,3615.54,3,4,5,Loyal Customers
15835,44,4,954.09,4,3,3,Loyal Customers
15836,45,2,117.47,4,2,1,New Promising
15837,65,2,777.01,3,2,3,Others
15838,11,38,72727.41,5,5,5,Champions
15839,25,5,1020.74,4,4,3,Loyal Customers
15840,59,3,345.66,3,3,2,Others
15841,64,12,2716.5,3,5,4,Loyal Customers
15842,388,3,528.75,2,3,2,At Risk
15843,304,1,118.95,2,1,1,Lost
15844,46,1,130.74,4,1,1,New Promising
15845,18,14,4273.65,5,5,5,Champions
15846,385,1,107.01,2,1,1,Lost
15847,38,5,822.57,4,4,3,Loyal Customers
15848,622,1,137.99,1,1,1,Lost
15850,19,6,1006.75,4,4,3,Loyal Customers
15851,527,1,109.73,1,1,1,Lost
15852,187,3,257.26,2,3,1,At Risk
15853,52,1,110.8,4,1,1,New Promising
15854,4,21,5578.28,5,5,5,Champions
15855,137,6,1052.72,3,4,3,Loyal Customers
15856,4,58,31873.05,5,5,5,Champions
15857,19,2,570.48,4,2,2,New Promising
15858,16,15,3509.91,5,5,5,Champions
15859,432,1,438.46,1,1,2,Lost
15860,41,17,2361.3,4,5,4,Champions
15861,12,15,4185.4,5,5,5,Champions
15862,8,13,2512.29,5,5,4,Champions
15863,26,5,355.1,4,4,2,Others
15864,22,9,2014.22,4,4,4,Champions
15865,41,5,2241.42,4,4,4,Champions
15866,101,1,211.89,3,1,1,Others
15867,5,35,8834.2,5,5,5,Champions
15868,583,1,94.53,1,1,1,Lost
15869,277,3,321.11,2,3,2,At Risk
15870,33,4,857.46,4,3,3,Loyal Customers
15871,437,1,33.1,1,1,1,Lost
15872,15,4,729.25,5,3,3,Loyal Customers
15873,493,5,138.24,1,4,1,At Risk
15874,63,25,11135.0,3,5,5,Loyal Customers
15875,646,1,108.52,1,1,1,Lost
15876,409,2,1449.14,1,2,4,Cannot Lose Them
15877,2,3,437.83,5,3,2,Others
15878,562,2,330.77,1,2,2,Lost
15879,404,4,1137.8,2,3,3,At Risk
15880,369,2,299.03,2,2,2,Lost
15881,312,8,438.24,2,4,2,At Risk
15882,199,10,1098.59,2,5,3,At Risk
15883,2,2,396.48,5,2,2,New Promising
15884,432,3,238.65,1,3,1,At Risk
15885,93,20,1737.57,3,5,4,Loyal Customers
15886,60,4,1052.87,3,3,3,Loyal Customers
15887,407,3,1027.15,2,3,3,At Risk
15888,80,4,402.12,3,3,2,Others
15889,157,9,1417.15,3,4,4,Loyal Customers
15890,395,5,535.65,2,4,2,At Risk
15891,227,1,511.68,2,1,2,Lost
15892,669,1,128.2,1,1,1,Lost
15893,482,1,305.28,1,1,2,Lost
15894,253,2,258.25,2,2,1,Lost
15895,150,1,179.17,3,1,1,Others
15897,194,2,208.59,2,2,1,Lost
15898,1,29,4934.5,5,5,5,Champions
15899,369,1,56.25,2,1,1,Lost
15900,24,5,876.67,4,4,3,Loyal Customers
15901,17,9,668.73,5,4,3,Loyal Customers
15902,380,1,145.01,2,1,1,Lost
15903,10,15,8859.82,5,5,5,Champions
15904,8,1,164.68,5,1,1,New Promising
15905,543,1,114.69,1,1,1,Lost
15906,20,12,2442.44,4,5,4,Champions
15907,4,3,882.72,5,3,3,Loyal Customers
15908,491,2,758.62,1,2,3,Cannot Lose Them
15909,174,1,191.94,3,1,1,Others
15910,1,15,2661.17,5,5,4,Champions
15911,448,10,1399.45,1,5,4,At Risk
15912,178,9,1074.7,3,4,3,Loyal Customers
15913,534,1,6.3,1,1,1,Lost
15914,378,2,205.99,2,2,1,Lost
15915,402,1,364.45,2,1,2,Lost
15916,16,17,3014.04,5,5,5,Champions
15917,248,5,530.17,2,4,2,At Risk
15918,191,3,582.88,2,3,2,At Risk
15919,20,2,525.69,4,2,2,New Promising
15920,154,9,569.14,3,4,2,Others
15921,173,4,775.26,3,3,3,Loyal Customers
15922,372,2,363.6,2,2,2,Lost
15923,373,1,127.08,2,1,1,Lost
15924,731,1,102.82,1,1,1,Lost
15925,194,1,207.15,2,1,1,Lost
15926,542,1,134.44,1,1,1,Lost
15927,647,1,106.54,1,1,1,Lost
15928,656,1,293.53,1,1,2,Lost
15929,644,1,594.0,1,1,2,Lost
15930,67,1,426.63,3,1,2,Others
15931,428,1,239.9,1,1,1,Lost
15932,4,11,2461.85,5,5,4,Champions
15933,21,3,1107.46,4,3,3,Loyal Customers
15934,418,2,2190.66,1,2,4,Cannot Lose Them
15935,239,3,108.04,2,3,1,At Risk
15936,379,2,282.79,2,2,2,Lost
15937,64,1,145.35,3,1,1,Others
15938,112,9,734.81,3,4,3,Loyal Customers
15939,90,17,9047.64,3,5,5,Loyal Customers
15941,513,2,230.6,1,2,1,Lost
15942,134,1,337.44,3,1,2,Others
15943,650,2,271.29,1,2,1,Lost
15944,277,4,2164.24,2,3,4,At Risk
15945,365,4,646.27,2,3,3,At Risk
15946,503,3,2304.18,1,3,4,At Risk
15947,83,1,1708.24,3,1,4,Others
15948,8,3,1509.09,5,3,4,Loyal Customers
15949,17,2,364.72,5,2,2,New Promising
15950,2,13,6878.71,5,5,5,Champions
15951,1,4,974.52,5,3,3,Loyal Customers
15952,34,4,781.91,4,3,3,Loyal Customers
15953,15,21,3295.49,5,5,5,Champions
15954,589,1,190.75,1,1,1,Lost
15955,24,25,8050.23,4,5,5,Champions
15956,551,2,617.6,1,2,3,Cannot Lose Them
15957,32,3,921.25,4,3,3,Loyal Customers
15958,74,4,462.12,3,3,2,Others
15959,682,3,542.89,1,3,2,At Risk
15960,374,5,394.0,2,4,2,At Risk
15961,379,1,451.29,2,1,2,Lost
15962,449,1,289.48,1,1,2,Lost
15963,20,2,470.76,4,2,2,New Promising
15964,663,1,269.21,1,1,1,Lost
15965,17,14,2758.19,5,5,4,Champions
15966,444,2,399.58,1,2,2,Lost
15967,23,13,2943.6,4,5,5,Champions
15968,388,1,404.55,2,1,2,Lost
15969,3,6,1043.85,5,4,3,Loyal Customers
15970,304,2,1017.32,2,2,3,Cannot Lose Them
15971,18,20,4930.43,5,5,5,Champions
15972,456,5,1769.33,1,4,4,At Risk
15973,236,5,472.57,2,4,2,At Risk
15974,39,8,3429.55,4,4,5,Champions
15975,84,1,371.01,3,1,2,Others
15976,165,6,1694.41,3,4,4,Loyal Customers
15977,17,2,1054.73,5,2,3,New Promising
15978,77,5,3272.62,3,4,5,Loyal Customers
15979,603,1,329.22,1,1,2,Lost
15980,89,9,6496.28,3,4,5,Loyal Customers
15981,25,27,9268.07,4,5,5,Champions
15982,605,1,324.51,1,1,2,Lost
15983,22,8,3110.37,4,4,5,Champions
15984,3,32,8304.82,5,5,5,Champions
15985,123,8,2610.28,3,4,4,Loyal Customers
15986,30,2,354.42,4,2,2,New Promising
15987,12,8,1535.99,5,4,4,Champions
15988,19,3,738.89,4,3,3,Loyal Customers
15989,376,2,368.31,2,2,2,Lost
15990,44,7,1997.75,4,4,4,Champions
15991,534,1,150.55,1,1,1,Lost
15992,4,3,896.6,5,3,3,Loyal Customers
15993,9,10,2736.92,5,5,4,Champions
15994,55,5,1172.34,4,4,3,Loyal Customers
15995,414,1,694.54,1,1,3,Cannot Lose Them
15996,88,8,1370.5,3,4,4,Loyal Customers
15998,37,21,8186.19,4,5,5,Champions
15999,736,1,20.4,1,1,1,Lost
16000,3,3,12393.7,5,3,5,Loyal Customers
16001,381,2,519.06,2,2,2,Lost
16002,625,1,169.21,1,1,1,Lost
16003,30,10,5613.83,4,5,5,Champions
16004,475,5,2146.39,1,4,4,At Risk
16005,12,11,2333.04,5,5,4,Champions
16006,211,2,332.82,2,2,2,Lost
16007,48,7,3053.06,4,4,5,Champions
16008,24,15,5339.13,4,5,5,Champions
16009,22,4,972.11,4,3,3,Loyal Customers
